fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.7095372
0.025,0.05,0.66442305
0.15,0.05,0.61929244
0.15,0.1,0.610405
0.175,0.1,0.6082561
0.175,0.125,0.60615903
0.2,0.125,0.6029123
0.2,0.15,0.59440786
0.225,0.15,0.59371215
0.225,0.2,0.5929436
0.25,0.2,0.5919067
0.25,0.275,0.5911555
0.375,0.275,0.5612296
0.375,0.35,0.5497601
0.45,0.35,0.54152924
0.45,0.375,0.5317654
0.525,0.375,0.5215214
0.525,0.425,0.5209673
0.55,0.425,0.5191019
0.55,0.65,0.5088331
0.6,0.65,0.5032245
0.6,0.725,0.49996302
0.625,0.725,0.49971864
0.625,0.75,0.49958155
0.675,0.75,0.49728116
0.675,0.775,0.49600157
0.7,0.775,0.4946875
0.7,0.85,0.4872082
0.775,0.85,0.4771616
0.775,0.875,0.3581698
0.8,0.875,0.33035478
0.8,0.95,0.3052706
0.825,0.95,0.30253765
0.825,1.0,0.2836981
1.0,1.0,0.024410317
