fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.7219913
0.05,0.025,0.66571724
0.05,0.15,0.57652295
0.075,0.15,0.5705121
0.075,0.175,0.5648286
0.1,0.175,0.5644959
0.1,0.2,0.562895
0.15,0.2,0.547957
0.15,0.225,0.54513836
0.175,0.225,0.53910094
0.175,0.3,0.537348
0.225,0.3,0.53267425
0.225,0.325,0.5282215
0.275,0.325,0.527281
0.275,0.35,0.5237597
0.325,0.35,0.52164286
0.325,0.375,0.5207492
0.35,0.375,0.52063215
0.35,0.425,0.51972085
0.375,0.425,0.51932764
0.375,0.5,0.50632346
0.425,0.5,0.50320655
0.425,0.525,0.49875593
0.45,0.525,0.4971909
0.45,0.65,0.48211804
0.5,0.65,0.47706556
0.5,0.675,0.47613958
0.575,0.675,0.46527812
0.575,0.7,0.46278346
0.7,0.7,0.4515507
0.7,0.8,0.43077514
0.75,0.8,0.42828944
0.75,0.825,0.41956142
0.775,0.825,0.3978128
0.775,0.85,0.3969781
0.85,0.85,0.38200808
0.85,0.925,0.35595202
0.925,0.925,0.3265158
0.925,1.0,0.31731904
1.0,1.0,0.12450642
