fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.8119025
0.05,0.025,0.8096588
0.05,0.05,0.80872166
0.075,0.05,0.80090153
0.075,0.1,0.7834303
0.1,0.1,0.782961
0.1,0.125,0.77235657
0.125,0.125,0.7668412
0.125,0.15,0.7593984
0.175,0.15,0.7139229
0.175,0.225,0.6890227
0.2,0.225,0.68805754
0.2,0.325,0.65740174
0.3,0.325,0.5950183
0.3,0.35,0.5881485
0.35,0.35,0.5612888
0.35,0.4,0.55334187
0.375,0.4,0.5510584
0.375,0.45,0.54244405
0.45,0.45,0.5346829
0.45,0.525,0.5255208
0.475,0.525,0.5228046
0.475,0.55,0.51815355
0.525,0.55,0.50456995
0.525,0.575,0.5044969
0.55,0.575,0.5008684
0.55,0.6,0.50043684
0.575,0.6,0.49776858
0.575,0.75,0.4812019
0.625,0.75,0.45587406
0.625,0.775,0.45244798
0.75,0.775,0.40483126
0.75,0.875,0.38064563
0.8,0.875,0.33946118
0.8,0.9,0.3365246
0.825,0.9,0.33391896
0.825,0.925,0.30505183
0.9,0.925,0.25913966
0.9,0.975,0.2273773
0.95,0.975,0.13351473
0.95,1.0,0.09391809
1.0,1.0,0.029825427
