fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.6660643
0.05,0.025,0.6645363
0.05,0.075,0.656438
0.15,0.075,0.6338779
0.15,0.175,0.59902847
0.175,0.175,0.5976782
0.175,0.2,0.5976582
0.2,0.2,0.5965639
0.2,0.325,0.59580994
0.225,0.325,0.5956097
0.225,0.35,0.5956085
0.25,0.35,0.5955358
0.25,0.4,0.59469825
0.35,0.4,0.59320825
0.35,0.475,0.49073496
0.4,0.475,0.49059644
0.4,0.5,0.4905253
0.425,0.5,0.49033967
0.425,0.6,0.48741153
0.475,0.6,0.4873078
0.475,0.625,0.48705912
0.5,0.625,0.48683897
0.5,0.675,0.4840754
0.525,0.675,0.48082086
0.525,0.7,0.47688532
0.55,0.7,0.45183095
0.55,0.75,0.44332644
0.625,0.75,0.4432694
0.625,0.775,0.44325933
0.725,0.775,0.44321382
0.725,0.875,0.44313896
0.75,0.875,0.4431351
0.75,0.95,0.44306633
0.775,0.95,0.43030515
0.775,1.0,0.37425664
1.0,1.0,0.0028425937
