fpr,tpr,threshold
0.0,0.0,inf
0.0,0.025,0.7047368
0.05,0.025,0.68670934
0.05,0.05,0.68459684
0.1,0.05,0.6798553
0.1,0.1,0.6705494
0.125,0.1,0.6649975
0.125,0.175,0.6616066
0.15,0.175,0.65291005
0.15,0.225,0.61385155
0.2,0.225,0.6119544
0.2,0.275,0.60536647
0.25,0.275,0.59905905
0.25,0.325,0.59056646
0.325,0.325,0.58853525
0.325,0.45,0.57640374
0.45,0.45,0.57053125
0.45,0.475,0.5705011
0.475,0.475,0.5533211
0.475,0.55,0.548278
0.5,0.55,0.544492
0.5,0.6,0.53911984
0.575,0.6,0.53132415
0.575,0.7,0.5263636
0.6,0.7,0.5172887
0.6,0.725,0.51280844
0.625,0.725,0.49803054
0.625,0.8,0.48555326
0.65,0.8,0.4854502
0.65,0.875,0.4851557
0.7,0.875,0.4846084
0.7,0.9,0.4845034
0.725,0.9,0.48438445
0.725,0.95,0.48396707
0.775,0.95,0.4836052
0.775,1.0,0.48349884
1.0,1.0,0.020115664
