fpr,tpr,threshold
0.0,0.0,inf
0.025,0.0,0.644061
0.05,0.0,0.62271523
0.05,0.1,0.5932175
0.1,0.1,0.5867052
0.1,0.125,0.5788444
0.2,0.125,0.57057333
0.2,0.175,0.568139
0.225,0.175,0.5666615
0.225,0.2,0.5654337
0.25,0.2,0.5593125
0.25,0.25,0.5536488
0.3,0.25,0.5521154
0.3,0.325,0.5514246
0.325,0.325,0.55082446
0.325,0.35,0.55061793
0.4,0.35,0.5490753
0.4,0.375,0.548375
0.425,0.375,0.54770297
0.425,0.45,0.52476305
0.45,0.45,0.51792514
0.45,0.475,0.5176181
0.5,0.475,0.51602757
0.5,0.525,0.5141819
0.525,0.525,0.51270884
0.525,0.55,0.51227283
0.55,0.55,0.5110298
0.55,0.65,0.5072809
0.6,0.65,0.482559
0.6,0.725,0.46137428
0.65,0.725,0.45887443
0.65,0.8,0.45023072
0.675,0.8,0.4478554
0.675,0.85,0.44443697
0.725,0.85,0.4359029
0.725,0.925,0.43452212
0.775,0.925,0.43074292
0.775,0.95,0.42272323
0.925,0.95,0.35019255
0.925,0.975,0.282092
1.0,0.975,0.052388087
1.0,1.0,0.0402741
